"customer","RECENCY","frequency","monetary","R_SCORE","F_SCORE","M_SCORE","SEGMENT"
"15569","65","5","1375.71","2","4","4","OTHER CUSTOMER"
"15570","-31","13","4093.27","5","5","5","GOOD CUSTOMER"
"15571","-27","4","650.43","4","4","3","OTHER CUSTOMER"
"15572","-34","7","2533.42","5","5","5","GOOD CUSTOMER"
"15573","-7","2","591.19","3","3","3","AVERAGE CUSTOMER"
"15574","139","4","675.64","2","4","3","OTHER CUSTOMER"
"15576","-1","1","921.37","3","2","4","OTHER CUSTOMER"
"15577","113","3","258.88","2","3","2","AVERAGE CUSTOMER"
"15578","124","1","127.10000000000001","2","1","1","OTHER CUSTOMER"
"15579","30","2","327.6","3","2","2","AVERAGE CUSTOMER"
"15581","82","14","3425.77","2","5","5","OTHER CUSTOMER"
"15582","-14","3","682.91","4","3","3","OTHER CUSTOMER"
"15584","-15","5","718.36","4","4","3","OTHER CUSTOMER"
"15585","138","1","455.3","2","2","2","AVERAGE CUSTOMER"
"15587","12","4","913.6800000000001","3","4","4","OTHER CUSTOMER"
"15589","214","4","456.58","1","4","2","OTHER CUSTOMER"
"15590","251","1","-30.19","1","1","1","OTHER CUSTOMER"
"15592","8","1","388.58","3","2","2","AVERAGE CUSTOMER"
"15593","32","1","199.8","3","1","1","OTHER CUSTOMER"
"15594","-23","6","1767.53","4","4","4","GOOD CUSTOMER"
"15596","62","9","1343.34","2","5","4","OTHER CUSTOMER"
"15597","-9","2","315.72","4","2","2","OTHER CUSTOMER"
"15598","-3","3","235.68","3","3","2","AVERAGE CUSTOMER"
"15599","-12","2","761.74","4","3","3","OTHER CUSTOMER"
"15601","-27","17","6745.36","5","5","5","GOOD CUSTOMER"
"15602","-30","15","1083.6299999999999","5","5","4","GOOD CUSTOMER"
"15603","40","1","48.480000000000004","2","1","1","OTHER CUSTOMER"
"15604","14","1","216.39","3","1","1","OTHER CUSTOMER"
"15605","-2","5","1198.23","3","4","4","OTHER CUSTOMER"
"15606","19","11","2422.64","3","5","5","OTHER CUSTOMER"
"15607","298","1","104.75999999999999","1","1","1","OTHER CUSTOMER"
"15608","-10","4","1093.68","4","4","4","GOOD CUSTOMER"
"15609","144","2","270.03","1","2","2","OTHER CUSTOMER"
"15610","13","1","112.46000000000001","3","1","1","OTHER CUSTOMER"
"15611","-29","15","1568.39","5","5","4","GOOD CUSTOMER"
"15612","-2","2","195.15","3","2","1","OTHER CUSTOMER"
"15615","-28","27","10360.04","5","5","5","GOOD CUSTOMER"
"15618","-6","5","747.031","3","4","3","OTHER CUSTOMER"
"15619","-28","1","336.4","5","2","2","OTHER CUSTOMER"
"15620","12","6","1524.4","3","4","4","OTHER CUSTOMER"
"15621","-34","6","1158.77","5","4","4","GOOD CUSTOMER"
"15622","-35","16","3224.53","5","5","5","GOOD CUSTOMER"
"15623","103","1","301.03","2","1","2","OTHER CUSTOMER"
"15624","78","4","588.13","2","4","3","OTHER CUSTOMER"
"15625","62","8","1504.56","2","5","4","OTHER CUSTOMER"
"15626","36","2","675.8","2","3","3","AVERAGE CUSTOMER"
"15628","-34","10","2865.64","5","5","5","GOOD CUSTOMER"
"15630","7","3","1180.4","3","3","4","OTHER CUSTOMER"
"15632","-23","10","3147.31","4","5","5","GOOD CUSTOMER"
"15634","-21","1","243.55","4","1","2","OTHER CUSTOMER"
"15636","51","2","724.76","2","3","3","AVERAGE CUSTOMER"
"15637","14","1","223.35999999999999","3","1","1","OTHER CUSTOMER"
"15638","263","1","-94","1","1","1","OTHER CUSTOMER"
"15639","96","1","425.32","2","2","2","AVERAGE CUSTOMER"
"15640","-34","17","12336.74","5","5","5","GOOD CUSTOMER"
"15641","67","4","1887.2","2","4","4","OTHER CUSTOMER"
"15643","141","6","647.4","1","4","3","OTHER CUSTOMER"
"15644","128","4","803.54","2","4","3","OTHER CUSTOMER"
"15645","-20","1","612.01","4","2","3","OTHER CUSTOMER"
"15646","119","4","425.14","2","4","2","OTHER CUSTOMER"
"15648","166","4","582.05","1","4","3","OTHER CUSTOMER"
"15649","298","2","816","1","3","3","OTHER CUSTOMER"
"15651","-2","3","646.3","3","3","3","AVERAGE CUSTOMER"
"15652","53","1","337.74","2","2","2","AVERAGE CUSTOMER"
"15653","54","2","877.44","2","3","3","AVERAGE CUSTOMER"
"15654","-29","2","922.53","5","3","4","OTHER CUSTOMER"
"15655","195","2","511.32","1","3","3","OTHER CUSTOMER"
"15656","7","4","748.5","3","4","3","OTHER CUSTOMER"
"15657","-16","1","30","4","1","1","OTHER CUSTOMER"
"15658","152","8","958.9","1","5","4","OTHER CUSTOMER"
"15659","5","1","306.45","3","1","2","OTHER CUSTOMER"
"15660","-13","12","1552.01","4","5","4","GOOD CUSTOMER"
"15661","279","2","309.8","1","2","2","OTHER CUSTOMER"
"15663","68","1","138.14","2","1","1","OTHER CUSTOMER"
"15664","12","2","358.63","3","2","2","AVERAGE CUSTOMER"
"15665","130","2","2222.21","2","3","5","OTHER CUSTOMER"
"15667","1","1","301.32","3","1","2","OTHER CUSTOMER"
"15668","179","1","76.32","1","1","1","OTHER CUSTOMER"
"15669","2","5","677.69","3","4","3","OTHER CUSTOMER"
"15670","258","1","173.05","1","1","1","OTHER CUSTOMER"
"15671","-20","10","2635.49","4","5","5","GOOD CUSTOMER"
"15673","50","4","2726.23","2","4","5","OTHER CUSTOMER"
"15674","35","8","1744.02","2","5","4","OTHER CUSTOMER"
"15675","43","3","323.69","2","3","2","AVERAGE CUSTOMER"
"15676","-29","5","3324.09","5","4","5","GOOD CUSTOMER"
"15677","11","1","657.23","3","2","3","AVERAGE CUSTOMER"
"15678","14","1","352.7","3","2","2","AVERAGE CUSTOMER"
"15679","-14","4","781.28","4","4","3","OTHER CUSTOMER"
"15680","-29","3","1333.68","5","3","4","OTHER CUSTOMER"
"15681","-20","6","946.36","4","4","4","GOOD CUSTOMER"
"15683","79","1","193.75","2","1","1","OTHER CUSTOMER"
"15687","-30","11","2981.5","5","5","5","GOOD CUSTOMER"
"15689","81","2","254.1","2","2","2","AVERAGE CUSTOMER"
"15690","-34","2","239.76","5","2","2","OTHER CUSTOMER"
"15691","214","1","136.8","1","1","1","OTHER CUSTOMER"
"15692","-10","1","191.04","4","1","1","OTHER CUSTOMER"
"15694","-38","15","6423.6","5","5","5","GOOD CUSTOMER"
"15695","228","2","409.98","1","2","2","OTHER CUSTOMER"
"15696","-5","12","2619.11","3","5","5","OTHER CUSTOMER"
"15699","-21","1","309.65","4","1","2","OTHER CUSTOMER"
"15700","134","3","664.03","2","3","3","AVERAGE CUSTOMER"
"15701","-36","4","1529","5","4","4","GOOD CUSTOMER"
"15703","226","1","211.5","1","1","1","OTHER CUSTOMER"
"15704","102","4","2293.62","2","4","5","OTHER CUSTOMER"
"15705","163","1","143.1","1","1","1","OTHER CUSTOMER"
"15706","21","7","1001.81","3","5","4","OTHER CUSTOMER"
"15707","-3","4","916.98","3","4","4","OTHER CUSTOMER"
"15708","2","11","3200.73","3","5","5","OTHER CUSTOMER"
"15709","245","1","133.25","1","1","1","OTHER CUSTOMER"
"15712","-29","5","1072.36","5","4","4","GOOD CUSTOMER"
"15713","105","3","346.75","2","3","2","AVERAGE CUSTOMER"
"15714","-27","2","330.03","4","2","2","OTHER CUSTOMER"
"15716","107","4","1101.11","2","4","4","OTHER CUSTOMER"
"15717","196","1","150.3","1","1","1","OTHER CUSTOMER"
"15719","-6","14","5028.42","3","5","5","OTHER CUSTOMER"
"15720","-14","1","598.73","4","2","3","OTHER CUSTOMER"
"15721","-27","1","471.4","4","2","3","OTHER CUSTOMER"
"15722","-3","6","2169.86","3","4","5","OTHER CUSTOMER"
"15723","326","1","190.70000000000002","1","1","1","OTHER CUSTOMER"
"15724","163","3","212.3","1","3","1","OTHER CUSTOMER"
"15725","-23","1","415.25","4","2","2","OTHER CUSTOMER"
"15727","-22","7","5159.06","4","5","5","GOOD CUSTOMER"
"15728","11","1","-134.8","3","1","1","OTHER CUSTOMER"
"15729","160","2","62","1","2","1","OTHER CUSTOMER"
"15730","27","4","1108.38","3","4","4","OTHER CUSTOMER"
"15732","174","2","294.12","1","2","2","OTHER CUSTOMER"
"15733","244","1","162.3","1","1","1","OTHER CUSTOMER"
"15734","76","2","1339.45","2","3","4","OTHER CUSTOMER"
"15737","-24","12","1121.21","4","5","4","GOOD CUSTOMER"
"15738","-20","19","4788.7699999999995","4","5","5","GOOD CUSTOMER"
"15739","28","1","449.12","3","2","2","AVERAGE CUSTOMER"
"15740","11","1","154.88","3","1","1","OTHER CUSTOMER"
"15743","-22","4","775.96","4","4","3","OTHER CUSTOMER"
"15744","39","1","34.8","2","1","1","OTHER CUSTOMER"
"15745","-30","6","1071.24","5","4","4","GOOD CUSTOMER"
"15746","96","2","182.96","2","2","1","OTHER CUSTOMER"
"15747","-26","3","946.64","4","3","4","OTHER CUSTOMER"
"15748","2","1","144.36","3","1","1","OTHER CUSTOMER"
"15749","197","4","21535.9","1","4","5","OTHER CUSTOMER"
"15750","-36","9","2448.8","5","5","5","GOOD CUSTOMER"
"15752","1","8","2618.15","3","5","5","OTHER CUSTOMER"
"15753","266","1","79.2","1","1","1","OTHER CUSTOMER"
"15754","12","4","455.67","3","4","2","OTHER CUSTOMER"
"15755","-37","8","2318.88","5","5","5","GOOD CUSTOMER"
"15756","23","4","528.01","3","4","3","OTHER CUSTOMER"
"15757","27","2","714.42","3","3","3","AVERAGE CUSTOMER"
"15758","-14","1","205.25","4","1","1","OTHER CUSTOMER"
"15759","180","3","253.04","1","3","2","OTHER CUSTOMER"
"15762","27","2","583.75","3","3","3","AVERAGE CUSTOMER"
"15763","-7","3","1048.67","4","3","4","OTHER CUSTOMER"
"15764","43","10","3245.47","2","5","5","OTHER CUSTOMER"
"15766","26","1","315.06","3","1","2","OTHER CUSTOMER"
"15768","77","4","581.83","2","4","3","OTHER CUSTOMER"
"15769","-31","29","51823.72","5","5","5","GOOD CUSTOMER"
"15773","-33","1","635.6800000000001","5","2","3","OTHER CUSTOMER"
"15774","30","1","270.8","3","1","2","OTHER CUSTOMER"
"15775","207","1","104.9","1","1","1","OTHER CUSTOMER"
"15776","95","1","241.62","2","1","2","OTHER CUSTOMER"
"15777","203","5","1021.61","1","4","4","OTHER CUSTOMER"
"15780","145","3","475.28000000000003","1","3","3","OTHER CUSTOMER"
"15781","-13","4","333.56","4","4","2","OTHER CUSTOMER"
"15782","-29","4","2593.94","5","4","5","GOOD CUSTOMER"
"15783","-28","1","246.29999999999998","5","1","2","OTHER CUSTOMER"
"15785","-9","8","2303.75","4","5","5","GOOD CUSTOMER"
"15786","5","5","4821","3","4","5","OTHER CUSTOMER"
"15787","-12","3","933.26","4","3","4","OTHER CUSTOMER"
"15789","320","1","351.3","1","2","2","OTHER CUSTOMER"
"15790","-28","1","218.75","5","1","1","OTHER CUSTOMER"
"15791","5","3","1604.44","3","3","4","OTHER CUSTOMER"
"15793","-29","4","948.96","5","4","4","GOOD CUSTOMER"
"15795","111","1","610.01","2","2","3","AVERAGE CUSTOMER"
"15796","-37","10","2663.66","5","5","5","GOOD CUSTOMER"
"15797","75","4","2207.4","2","4","5","OTHER CUSTOMER"
"15799","37","3","884.14","2","3","3","AVERAGE CUSTOMER"
"15800","69","2","696.89","2","3","3","AVERAGE CUSTOMER"
"15801","8","4","1042.19","3","4","4","OTHER CUSTOMER"
"15802","104","3","-451.42","2","3","1","OTHER CUSTOMER"
"15803","13","1","415.82","3","2","2","AVERAGE CUSTOMER"
"15804","-38","19","3848.55","5","5","5","GOOD CUSTOMER"
"15805","-15","20","5411.87","4","5","5","GOOD CUSTOMER"
"15806","8","3","784.58","3","3","3","AVERAGE CUSTOMER"
"15807","12","3","903.9","3","3","3","AVERAGE CUSTOMER"
"15808","268","5","3641.07","1","4","5","OTHER CUSTOMER"
"15809","-3","6","399.21","3","4","2","OTHER CUSTOMER"
"15810","40","7","1145.43","2","5","4","OTHER CUSTOMER"
"15811","-21","9","2171.32","4","5","5","GOOD CUSTOMER"
"15812","69","5","1801.14","2","4","4","OTHER CUSTOMER"
"15813","169","2","1303.91","1","3","4","OTHER CUSTOMER"
"15814","-35","6","1842.73","5","4","4","GOOD CUSTOMER"
"15815","25","5","2100.6","3","4","5","OTHER CUSTOMER"
"15819","11","4","1905.45","3","4","4","OTHER CUSTOMER"
"15820","281","1","206.98","1","1","1","OTHER CUSTOMER"
"15821","6","2","570.96","3","3","3","AVERAGE CUSTOMER"
"15822","-35","2","885.47","5","3","3","OTHER CUSTOMER"
"15823","299","2","-840.76","1","2","1","OTHER CUSTOMER"
"15825","134","1","532.94","2","2","3","AVERAGE CUSTOMER"
"15826","13","4","1649.36","3","4","4","OTHER CUSTOMER"
"15827","35","20","1641.48","2","5","4","OTHER CUSTOMER"
"15829","61","2","636.14","2","3","3","AVERAGE CUSTOMER"
"15830","-9","2","547.7","4","3","3","OTHER CUSTOMER"
"15831","20","4","740.64","3","4","3","OTHER CUSTOMER"
"15832","216","1","836.79","1","2","3","OTHER CUSTOMER"
"15834","32","6","2076.3","3","4","5","OTHER CUSTOMER"
"15835","6","4","954.09","3","4","4","OTHER CUSTOMER"
"15836","7","2","117.47","3","2","1","OTHER CUSTOMER"
"15837","26","1","391.98","3","2","2","AVERAGE CUSTOMER"
"15838","-27","21","33350.76","5","5","5","GOOD CUSTOMER"
"15839","-13","5","1020.74","4","4","4","GOOD CUSTOMER"
"15840","20","3","345.66","3","3","2","AVERAGE CUSTOMER"
"15841","26","6","1209.1","3","4","4","OTHER CUSTOMER"
"15843","265","1","118.95","1","1","1","OTHER CUSTOMER"
"15844","8","1","130.73999999999998","3","1","1","OTHER CUSTOMER"
"15845","-21","10","3650.87","4","5","5","GOOD CUSTOMER"
"15847","0","2","389.27","3","2","2","AVERAGE CUSTOMER"
"15850","-19","2","234.88","4","2","2","OTHER CUSTOMER"
"15852","148","2","160.71","1","2","1","OTHER CUSTOMER"
"15853","13","1","110.8","3","1","1","OTHER CUSTOMER"
"15854","-34","12","2969.12","5","5","5","GOOD CUSTOMER"
"15855","98","5","712.24","2","4","3","OTHER CUSTOMER"
"15856","-34","31","15929.74","5","5","5","GOOD CUSTOMER"
"15857","-20","1","297","4","1","2","OTHER CUSTOMER"
"15858","-23","5","1427.57","4","4","4","GOOD CUSTOMER"
"15860","2","8","965.16","3","5","4","OTHER CUSTOMER"
"15861","-26","9","2981.92","4","5","5","GOOD CUSTOMER"
"15862","-30","4","832.88","5","4","3","OTHER CUSTOMER"
"15863","-13","2","68.84","4","2","1","OTHER CUSTOMER"
"15864","-16","8","1769.78","4","5","4","GOOD CUSTOMER"
"15865","2","3","895.13","3","3","3","AVERAGE CUSTOMER"
"15866","63","1","211.89","2","1","1","OTHER CUSTOMER"
"15867","-33","16","3795.29","5","5","5","GOOD CUSTOMER"
"15869","239","2","149.64","1","2","1","OTHER CUSTOMER"
"15870","-6","1","351.44","3","2","2","AVERAGE CUSTOMER"
"15872","-24","2","316.25","4","2","2","OTHER CUSTOMER"
"15874","25","9","4330.67","3","5","5","OTHER CUSTOMER"
"15877","-37","3","437.83","5","3","2","OTHER CUSTOMER"
"15880","331","2","299.03","1","2","2","OTHER CUSTOMER"
"15881","274","8","438.24","1","5","2","OTHER CUSTOMER"
"15882","160","5","495.36","1","4","3","OTHER CUSTOMER"
"15883","-36","2","396.48","5","2","2","OTHER CUSTOMER"
"15885","54","3","379.35","2","3","2","AVERAGE CUSTOMER"
"15886","22","1","181.09","3","1","1","OTHER CUSTOMER"
"15888","41","2","141.27","2","2","1","OTHER CUSTOMER"
"15889","118","2","420.07","2","2","2","AVERAGE CUSTOMER"
"15891","188","1","511.68","1","2","3","OTHER CUSTOMER"
"15894","215","2","258.25","1","2","2","OTHER CUSTOMER"
"15895","111","1","179.17","2","1","1","OTHER CUSTOMER"
"15897","156","2","208.59","1","2","1","OTHER CUSTOMER"
"15898","-37","6","1379.63","5","4","4","GOOD CUSTOMER"
"15899","330","1","56.25","1","1","1","OTHER CUSTOMER"
"15900","-15","1","337.28000000000003","4","2","2","OTHER CUSTOMER"
"15901","-22","3","351.73","4","3","2","OTHER CUSTOMER"
"15903","-29","8","5126.34","5","5","5","GOOD CUSTOMER"
"15904","-30","1","164.68","5","1","1","OTHER CUSTOMER"
"15906","-19","8","1521.79","4","5","4","GOOD CUSTOMER"
"15907","-35","3","882.72","5","3","3","OTHER CUSTOMER"
"15909","135","1","191.94","2","1","1","OTHER CUSTOMER"
"15910","-38","8","1228.8799999999999","5","5","4","GOOD CUSTOMER"
"15912","140","2","264.62","1","2","2","OTHER CUSTOMER"
"15916","-22","10","1466.01","4","5","4","GOOD CUSTOMER"
"15917","209","1","123.1","1","1","1","OTHER CUSTOMER"
"15918","152","2","334.23","1","2","2","OTHER CUSTOMER"
"15919","-19","2","525.69","4","3","3","OTHER CUSTOMER"
"15920","116","4","167.5","2","4","1","OTHER CUSTOMER"
"15921","134","1","323.03000000000003","2","1","2","OTHER CUSTOMER"
"15922","334","2","363.59999999999997","1","2","2","OTHER CUSTOMER"
"15923","334","1","127.08","1","1","1","OTHER CUSTOMER"
"15925","156","1","207.15","1","1","1","OTHER CUSTOMER"
"15930","29","1","426.63","3","2","2","AVERAGE CUSTOMER"
"15932","-34","11","2461.85","5","5","5","GOOD CUSTOMER"
"15933","-17","3","1107.46","4","3","4","OTHER CUSTOMER"
"15935","201","2","416.86","1","2","2","OTHER CUSTOMER"
"15937","26","1","145.35","3","1","1","OTHER CUSTOMER"
"15938","74","5","404.58","2","4","2","OTHER CUSTOMER"
"15939","51","16","6102.26","2","5","5","OTHER CUSTOMER"
"15940","273","2","31.799999999999997","1","2","1","OTHER CUSTOMER"
"15942","95","1","337.44","2","2","2","AVERAGE CUSTOMER"
"15944","238","1","325.09999999999997","1","1","2","OTHER CUSTOMER"
"15945","327","1","181","1","1","1","OTHER CUSTOMER"
"15947","44","1","1708.24","2","2","4","OTHER CUSTOMER"
"15948","-30","2","955.24","5","3","4","OTHER CUSTOMER"
"15949","-22","2","364.71999999999997","4","2","2","OTHER CUSTOMER"
"15950","-37","5","1684.46","5","4","4","GOOD CUSTOMER"
"15951","-37","3","669.57","5","3","3","OTHER CUSTOMER"
"15952","-5","4","781.91","3","4","3","OTHER CUSTOMER"
"15953","-23","10","1632.4299999999998","4","5","4","GOOD CUSTOMER"
"15955","-14","16","4389.81","4","5","5","GOOD CUSTOMER"
"15957","-7","1","428.89","3","2","2","AVERAGE CUSTOMER"
"15958","36","1","104.35000000000001","2","1","1","OTHER CUSTOMER"
"15963","-19","2","470.76","4","3","3","OTHER CUSTOMER"
"15965","-21","4","808.87","4","4","3","OTHER CUSTOMER"
"15967","-15","2","397.68","4","2","2","OTHER CUSTOMER"
"15969","-36","4","582.9","5","4","3","OTHER CUSTOMER"
"15970","265","1","314.09999999999997","1","1","2","OTHER CUSTOMER"
"15971","-21","12","4199.85","4","5","5","GOOD CUSTOMER"
"15973","197","3","99.77","1","3","1","OTHER CUSTOMER"
"15974","1","8","3429.55","3","5","5","OTHER CUSTOMER"
"15975","46","1","371.01","2","2","2","AVERAGE CUSTOMER"
"15976","127","2","427.64","2","2","2","AVERAGE CUSTOMER"
"15977","-21","2","1054.73","4","3","4","OTHER CUSTOMER"
"15978","39","1","1098.78","2","2","4","OTHER CUSTOMER"
"15980","50","3","2398.86","2","3","5","OTHER CUSTOMER"
"15981","-14","8","3408.48","4","5","5","GOOD CUSTOMER"
"15983","-16","4","1465.12","4","4","4","GOOD CUSTOMER"
"15984","-36","11","2759.93","5","5","5","GOOD CUSTOMER"
"15985","85","3","1037.42","2","3","4","OTHER CUSTOMER"
"15986","-8","1","168.12","4","1","1","OTHER CUSTOMER"
"15987","-26","7","1432.77","4","5","4","GOOD CUSTOMER"
"15988","-19","1","156.78","4","1","1","OTHER CUSTOMER"
"15990","6","2","792.11","3","3","3","AVERAGE CUSTOMER"
"15992","-35","1","41.989999999999995","5","1","1","OTHER CUSTOMER"
"15993","-30","10","2736.92","5","5","5","GOOD CUSTOMER"
"15994","16","1","414.27","3","2","2","AVERAGE CUSTOMER"
"15996","50","7","1016.68","2","5","4","OTHER CUSTOMER"
"15998","-2","6","3074.42","3","4","5","OTHER CUSTOMER"
"16000","-36","3","12393.7","5","3","5","OTHER CUSTOMER"
"16003","-9","5","2735.37","4","4","5","GOOD CUSTOMER"
"16005","-26","4","578.71","4","4","3","OTHER CUSTOMER"
"16006","173","1","101.4","1","1","1","OTHER CUSTOMER"
"16007","9","4","1693.81","3","4","4","OTHER CUSTOMER"
"16008","-15","3","478.78000000000003","4","3","3","OTHER CUSTOMER"
"16009","-16","4","972.11","4","4","4","GOOD CUSTOMER"
"16010","207","3","392.4","1","3","2","OTHER CUSTOMER"
"16011","-30","16","3352.96","5","5","5","GOOD CUSTOMER"
"16012","-3","3","1415.29","3","3","4","OTHER CUSTOMER"
"16013","-35","54","33366.25","5","5","5","GOOD CUSTOMER"
"16014","-3","4","637.58","3","4","3","OTHER CUSTOMER"
"16015","-35","4","689.7","5","4","3","OTHER CUSTOMER"
"16016","-35","10","1440.06","5","5","4","GOOD CUSTOMER"
"16017","9","1","211.88","3","1","1","OTHER CUSTOMER"
"16018","1","2","408.9","3","2","2","AVERAGE CUSTOMER"
"16019","-37","10","3450.24","5","5","5","GOOD CUSTOMER"
"16020","-22","3","851.01","4","3","3","OTHER CUSTOMER"
"16022","222","1","602.63","1","2","3","OTHER CUSTOMER"
"16023","8","3","719.81","3","3","3","AVERAGE CUSTOMER"
"16024","-26","1","251.03","4","1","2","OTHER CUSTOMER"
"16025","-9","1","439.65999999999997","4","2","2","OTHER CUSTOMER"
"16026","5","1","236.09","3","1","2","OTHER CUSTOMER"
"16027","53","7","852.12","2","4","3","OTHER CUSTOMER"
"16029","0","76","53168.69","3","5","5","OTHER CUSTOMER"
"16030","271","1","331.24","1","2","2","OTHER CUSTOMER"
"16031","54","2","547.9","2","3","3","AVERAGE CUSTOMER"
"16033","-33","27","8690.03","5","5","5","GOOD CUSTOMER"
"16034","158","3","437.7","1","3","2","OTHER CUSTOMER"
"16036","49","2","758.9200000000001","2","3","3","AVERAGE CUSTOMER"
"16037","231","3","855.02","1","3","3","OTHER CUSTOMER"
"16038","-31","4","454.33","5","4","2","OTHER CUSTOMER"
"16040","27","3","1313.55","3","3","4","OTHER CUSTOMER"
"16041","-8","3","3166.4","4","3","5","OTHER CUSTOMER"
"16042","-16","7","1127.57","4","5","4","GOOD CUSTOMER"
"16043","-1","4","773.99","3","4","3","OTHER CUSTOMER"
"16045","81","4","1340.7","2","4","4","OTHER CUSTOMER"
"16048","47","3","243.69","2","3","2","AVERAGE CUSTOMER"
"16049","2","3","1074.81","3","3","4","OTHER CUSTOMER"
"16050","135","1","137.9","2","1","1","OTHER CUSTOMER"
"16052","16","1","362.06","3","2","2","AVERAGE CUSTOMER"
"16053","-6","2","1511.95","3","3","4","OTHER CUSTOMER"
"16054","107","1","783.9","2","2","3","AVERAGE CUSTOMER"
"16055","182","1","134.8","1","1","1","OTHER CUSTOMER"
"16056","7","1","650.75","3","2","3","AVERAGE CUSTOMER"
"16057","-34","10","2140.22","5","5","5","GOOD CUSTOMER"
"16059","27","6","1453.16","3","4","4","OTHER CUSTOMER"
"16061","231","1","-29.95","1","1","1","OTHER CUSTOMER"
"16062","-29","4","1153.62","5","4","4","GOOD CUSTOMER"
"16063","222","1","335.32","1","2","2","OTHER CUSTOMER"
"16065","327","1","367.14","1","2","2","OTHER CUSTOMER"
"16066","-22","5","1521.04","4","4","4","GOOD CUSTOMER"
"16070","-16","2","852.15","4","3","3","OTHER CUSTOMER"
"16071","6","1","326.24","3","1","2","OTHER CUSTOMER"
"16072","250","1","584.3199999999999","1","2","3","OTHER CUSTOMER"
"16073","253","2","94.35000000000001","1","2","1","OTHER CUSTOMER"
"16076","-35","11","2173.53","5","5","5","GOOD CUSTOMER"
"16078","245","1","79.2","1","1","1","OTHER CUSTOMER"
"16079","-22","3","1352","4","3","4","OTHER CUSTOMER"
"16080","43","3","176.6","2","3","1","OTHER CUSTOMER"
"16081","18","5","2799.42","3","4","5","OTHER CUSTOMER"
"16083","62","2","1317.6200000000001","2","3","4","OTHER CUSTOMER"
"16084","261","1","436.18","1","2","2","OTHER CUSTOMER"
"16085","-15","5","981.51","4","4","4","GOOD CUSTOMER"
"16086","21","6","1119.31","3","4","4","OTHER CUSTOMER"
"16091","116","2","315.06","2","2","2","AVERAGE CUSTOMER"
"16092","60","5","779.36","2","4","3","OTHER CUSTOMER"
"16093","68","1","17","2","1","1","OTHER CUSTOMER"
"16094","-27","6","1041.83","5","4","4","GOOD CUSTOMER"
"16096","226","1","320.62","1","1","2","OTHER CUSTOMER"
"16097","202","1","185.04999999999998","1","1","1","OTHER CUSTOMER"
"16098","49","7","2005.6299999999999","2","5","5","OTHER CUSTOMER"
"16099","12","3","731.9","3","3","3","AVERAGE CUSTOMER"
"16101","-29","3","1245.96","5","3","4","OTHER CUSTOMER"
"16102","4","3","1842.1399999999999","3","3","4","OTHER CUSTOMER"
"16103","-31","6","1429.64","5","4","4","GOOD CUSTOMER"
"16104","23","1","298.21000000000004","3","1","2","OTHER CUSTOMER"
"16105","210","1","336.96","1","2","2","OTHER CUSTOMER"
"16106","27","1","108.38","3","1","1","OTHER CUSTOMER"
"16107","-21","7","3204.16","4","5","5","GOOD CUSTOMER"
"16108","46","2","816.1","2","3","3","AVERAGE CUSTOMER"
"16109","180","2","611.88","1","3","3","OTHER CUSTOMER"
"16110","7","3","1320.95","3","3","4","OTHER CUSTOMER"
"16112","105","4","195.74","2","4","1","OTHER CUSTOMER"
"16113","145","1","161.38","1","1","1","OTHER CUSTOMER"
"16114","132","1","135.75","2","1","1","OTHER CUSTOMER"
"16115","-29","8","1660.8799999999999","5","5","4","GOOD CUSTOMER"
"16116","167","2","592.88","1","3","3","OTHER CUSTOMER"
"16117","151","1","232.21","1","1","1","OTHER CUSTOMER"
"16119","-30","2","423.36","5","2","2","OTHER CUSTOMER"
"16120","21","5","1294.14","3","4","4","OTHER CUSTOMER"
"16121","19","2","854.66","3","3","3","AVERAGE CUSTOMER"
"16122","35","4","684.42","2","4","3","OTHER CUSTOMER"
"16123","13","1","307.78","3","1","2","OTHER CUSTOMER"
"16124","278","2","187.15","1","2","1","OTHER CUSTOMER"
"16125","329","1","289.35","1","1","2","OTHER CUSTOMER"
"16126","-9","4","6287.77","4","4","5","GOOD CUSTOMER"
"16127","1","1","656.25","3","2","3","AVERAGE CUSTOMER"
"16128","-21","5","1880.22","4","4","4","GOOD CUSTOMER"
"16131","13","6","3506.54","3","4","5","OTHER CUSTOMER"
"16133","-35","46","14305.66","5","5","5","GOOD CUSTOMER"
"16134","-17","3","603.69","4","3","3","OTHER CUSTOMER"
"16135","224","1","517.55","1","2","3","OTHER CUSTOMER"
"16136","21","3","709.38","3","3","3","AVERAGE CUSTOMER"
"16138","330","1","-7.95","1","1","1","OTHER CUSTOMER"
"16139","-20","3","635.41","4","3","3","OTHER CUSTOMER"
"16140","14","4","703.77","3","4","3","OTHER CUSTOMER"
"16141","50","1","620.4","2","2","3","AVERAGE CUSTOMER"
"16142","211","1","535.34","1","2","3","OTHER CUSTOMER"
"16143","-35","7","2419.84","5","5","5","GOOD CUSTOMER"
"16144","208","1","175.2","1","1","1","OTHER CUSTOMER"
"16145","-30","18","3741.98","5","5","5","GOOD CUSTOMER"
"16146","119","3","734.13","2","3","3","AVERAGE CUSTOMER"
"16147","95","1","375","2","2","2","AVERAGE CUSTOMER"
"16148","258","1","76.32","1","1","1","OTHER CUSTOMER"
"16149","-34","2","280.52","5","2","2","OTHER CUSTOMER"
"16150","0","10","1906.07","3","5","4","OTHER CUSTOMER"
