"customerid","totalrevenue","totalorders","lastpurchasedate"
"14349","133.5","1","29-11-2011"
"14350","258.7","2","14-03-2011"
"14351","51","1","28-06-2011"
"14352","1078.96","4","19-04-2011"
"14353","90.6","1","08-05-2011"
"14354","163.62","2","09-11-2011"
"14355","174.4","1","09-12-2010"
"14356","666.9399999999999","4","27-09-2011"
"14357","225.12","1","27-10-2011"
"14359","882.58","6","28-10-2011"
"14360","2118.03","4","08-11-2011"
"14362","151.5","1","17-11-2011"
"14364","3717.35","8","28-07-2011"
"14367","9134.12","19","29-03-2011"
"14368","155","1","24-01-2011"
"14371","100.5","1","17-02-2011"
"14373","76.55","1","16-12-2010"
"14375","235.56","1","07-06-2011"
"14377","617.05","2","22-03-2011"
"14379","348.1","2","26-10-2011"
"14381","202.68","1","18-10-2011"
"14382","615.49","1","13-11-2011"
"14383","1247.69","3","29-06-2011"
"14385","202.11","3","30-11-2011"
"14386","142.4","1","16-02-2011"
"14387","1727.6","3","26-09-2011"
"14388","3172.04","10","29-11-2011"
"14389","999.72","5","25-01-2011"
"14390","4582.22","13","29-11-2011"
"14393","67.95","1","05-05-2011"
"14395","3444.11","12","28-09-2011"
"14396","487.99","2","05-10-2011"
"14397","2556.68","23","28-11-2011"
"14400","559.7","2","21-07-2011"
"14401","4039.98","14","30-06-2011"
"14403","1426.31","5","21-07-2011"
"14404","1409.72","7","25-03-2011"
"14406","156.75","1","12-08-2011"
"14407","2111.08","9","29-07-2011"
"14408","2599.03","7","29-11-2011"
"14409","1908.25","7","29-09-2011"
"14410","573.45","15","31-03-2011"
"14411","1063","1","02-02-2011"
"14412","761.33","3","28-10-2011"
"14413","121.05","1","12-12-2010"
"14414","1485.1299999999999","8","31-07-2011"
"14415","5766.85","18","28-10-2011"
"14416","490.22","2","28-10-2011"
"14418","1937.25","3","23-08-2011"
"14419","1051.79","6","29-11-2011"
"14420","385.87","2","15-09-2011"
"14421","813.11","2","13-10-2011"
"14422","4263.64","6","30-09-2011"
"14423","265.2","1","05-05-2011"
"14424","322.08","1","22-11-2011"
"14426","3918.9","16","31-01-2011"
"14427","363.34000000000003","2","20-10-2011"
"14428","1209.3700000000001","7","24-10-2011"
"14431","423.26000000000005","2","14-02-2011"
"14432","2248.5","6","30-11-2011"
"14434","1372.8","6","28-09-2011"
"14436","89.06","1","02-09-2011"
"14437","-43.400000000000006","2","19-07-2011"
"14438","131.9","1","06-02-2011"
"14439","2661.24","1","24-01-2011"
"14440","2357.6800000000003","5","28-10-2011"
"14441","1545.14","10","29-03-2011"
"14442","1544.6200000000001","5","31-01-2011"
"14443","1400.88","7","24-07-2011"
"14446","1010.35","4","20-09-2011"
"14447","1163.23","5","27-05-2011"
"14448","375.35","2","30-11-2011"
"14449","885.8","4","21-11-2011"
"14450","483.25","3","23-01-2011"
"14451","643.9","2","29-05-2011"
"14452","259.05","2","29-11-2011"
"14453","119.93","1","02-06-2011"
"14456","3002.5099999999998","14","31-07-2011"
"14457","113.64","1","02-02-2011"
"14459","1837.92","1","07-07-2011"
"14460","383.34","4","21-08-2011"
"14461","2103.06","3","23-03-2011"
"14462","1942.45","15","17-07-2011"
"14463","529.62","3","22-06-2011"
"14465","1038.44","3","10-02-2011"
"14466","2272.4","7","27-09-2011"
"14467","596.26","4","31-01-2011"
"14470","461.19","2","28-11-2011"
"14472","1852.67","8","31-07-2011"
"14473","234.34","2","26-09-2011"
"14474","537.71","2","27-10-2011"
"14475","799.82","6","29-09-2011"
"14476","193","1","27-03-2011"
"14477","1307.81","5","20-11-2011"
"14479","316.25","2","31-03-2011"
"14480","279.05","1","28-11-2011"
"14481","636.51","2","28-06-2011"
"14482","2022.81","6","25-10-2011"
"14483","129.2","2","13-07-2011"
"14484","321.92","1","20-10-2011"
"14485","162.8","1","01-11-2011"
"14487","1152.73","7","30-10-2011"
"14488","1047.43","2","19-10-2011"
"14489","463.38","1","16-05-2011"
"14491","340.93","2","17-06-2011"
"14493","2362.84","7","24-10-2011"
"14494","139.56","1","14-11-2011"
"14495","123.8","2","20-10-2011"
"14496","538.8100000000001","2","01-12-2010"
"14497","457.47","2","11-02-2011"
"14498","1957.32","5","28-10-2011"
"14499","808.44","3","29-07-2011"
"14500","356.85","3","19-08-2011"
"14501","190.31","3","24-01-2011"
"14502","2310.18","14","31-01-2011"
"14503","3543.26","6","30-09-2011"
"14504","673.26","4","25-03-2011"
"14505","5772.49","11","22-11-2011"
"14506","1960.65","5","30-06-2011"
"14507","1352.88","7","30-10-2011"
"14508","268.05","2","17-11-2011"
"14511","1267.41","6","29-07-2011"
"14512","275.28","2","21-04-2011"
"14513","438.49","4","31-08-2011"
"14514","990.2","3","22-05-2011"
"14515","2076.89","6","22-11-2011"
"14517","330.45","2","21-07-2011"
"14518","174.37","1","06-10-2011"
"14520","270.6","2","22-02-2011"
"14522","974.54","4","29-09-2011"
"14523","241.09","1","23-08-2011"
"14524","1843.83","9","29-09-2011"
"14525","4105.07","13","31-08-2011"
"14527","7709.69","86","31-10-2011"
"14528","364.21999999999997","1","02-11-2011"
"14529","578.61","3","23-09-2011"
"14530","2862.11","6","22-03-2011"
"14532","932.85","4","30-01-2011"
"14533","1812.6200000000001","9","22-12-2010"
"14534","4025.6","25","27-07-2011"
"14535","2831.7400000000002","4","11-10-2011"
"14536","170.95","1","25-03-2011"
"14537","355.56","1","13-10-2011"
"14538","388.25","2","28-03-2011"
"14539","537.48","2","26-10-2011"
"14540","952.66","3","30-11-2011"
"14541","1453.3500000000001","8","27-01-2011"
"14542","103.25","1","07-06-2011"
"14543","2916.17","21","31-03-2011"
"14544","2004.3","2","15-11-2011"
"14546","2482.86","9","30-10-2011"
"14547","3953.9500000000003","9","27-11-2011"
"14548","652.8","2","26-01-2011"
"14549","289.24","1","01-02-2011"
"14550","757.37","2","29-11-2011"
"14551","186.23","2","21-11-2011"
"14552","164.22","1","11-07-2011"
"14553","859.27","5","20-11-2011"
"14554","2279.4900000000002","4","29-11-2011"
"14555","312.54","2","13-10-2011"
"14557","0","2","15-09-2011"
"14560","2174.18","24","31-10-2011"
"14561","1080.76","3","30-06-2011"
"14562","4676.62","22","28-11-2011"
"14565","3073.77","6","20-05-2011"
"14566","1432","1","21-08-2011"
"14567","1524.46","3","14-10-2011"
"14569","227.39","1","08-12-2011"
"14570","218.06","2","04-03-2011"
"14572","2775.39","10","30-10-2011"
"14573","1590.12","13","27-03-2011"
"14576","35.400000000000006","1","02-12-2010"
"14577","859.71","4","29-06-2011"
"14578","168.63","1","06-12-2011"
"14581","138.6","1","23-11-2011"
"14582","114.11000000000001","1","30-10-2011"
"14583","986.96","5","27-06-2011"
"14584","1020.06","5","26-05-2011"
"14585","157.05","1","20-10-2011"
"14586","134.16","3","27-03-2011"
"14587","1577.39","10","25-03-2011"
"14589","39.75","1","03-12-2010"
"14591","1320.21","4","24-11-2011"
"14592","557.94","3","14-10-2011"
"14593","617.15","3","25-05-2011"
"14594","363.33","2","02-12-2011"
"14595","1740.6","6","30-01-2011"
"14597","866.24","2","28-11-2011"
"14598","221.97","1","26-10-2011"
"14600","393.33000000000004","1","07-02-2011"
"14601","213.96","1","29-11-2011"
"14603","660","1","10-03-2011"
"14606","11633.35","128","30-11-2011"
"14607","10981.1","17","25-10-2011"
"14608","1785.15","4","15-09-2011"
"14609","601.56","4","28-09-2011"
"14616","406.08000000000004","3","28-02-2011"
"14618","538.59","4","30-11-2011"
"14619","379.51","2","14-04-2011"
"14620","393.28000000000003","3","19-05-2011"
"14621","1765.76","6","16-12-2010"
"14622","320.58000000000004","1","08-06-2011"
"14623","866.8","6","28-10-2011"
"14624","225.85","2","13-10-2011"
"14625","848.48","5","27-05-2011"
"14626","2757.07","7","27-04-2011"
"14627","-21.85","1","01-02-2011"
"14628","671.96","2","11-04-2011"
"14629","935.46","3","23-10-2011"
"14631","1006.98","3","20-10-2011"
"14632","114.56","1","22-03-2011"
"14633","344.90000000000003","1","18-03-2011"
"14636","609.85","2","16-03-2011"
"14638","443.6","1","20-10-2011"
"14639","2952.34","8","21-02-2011"
"14640","2024.45","8","28-04-2011"
"14641","110.46","1","18-11-2011"
"14642","96.12","1","12-10-2011"
"14643","668.61","3","22-06-2011"
"14644","780.46","4","30-11-2011"
"14645","597.09","2","09-03-2011"
"14646","279489.02","77","31-08-2011"
"14647","236.04","1","22-05-2011"
"14649","1402.59","4","28-09-2011"
"14651","653.75","2","12-05-2011"
"14652","114.17999999999999","1","23-09-2011"
"14653","1926.65","7","30-11-2011"
"14655","1930.15","5","30-09-2011"
"14656","291.05","2","23-06-2011"
"14657","838.27","5","22-11-2011"
"14658","247.15","2","14-08-2011"
"14659","2456.53","12","28-01-2011"
"14660","285.74","2","31-08-2011"
"14661","107.95","1","13-11-2011"
"14662","741.37","4","27-01-2011"
"14664","636.24","2","20-11-2011"
"14665","1258.38","7","16-02-2011"
"14666","195.25","1","15-11-2011"
"14667","9165.04","27","29-11-2011"
"14669","1259.24","3","12-04-2011"
"14670","392.86","2","04-03-2011"
"14672","765.5500000000001","2","19-04-2011"
"14673","1736.4","5","30-11-2011"
"14675","596.36","1","23-11-2011"
"14676","2543.2400000000002","8","22-09-2011"
"14679","-2.55","1","03-12-2010"
"14680","26932.34","23","29-09-2011"
"14681","498.95","3","29-09-2011"
"14682","52","2","22-05-2011"
"14684","1201.51","5","30-10-2011"
"14687","628.38","1","25-08-2011"
"14688","5055.61","27","31-10-2011"
"14689","112.8","1","15-05-2011"
"14690","341.96","3","26-10-2011"
"14691","2114.33","5","29-09-2011"
"14692","582.05","5","25-07-2011"
"14693","172.9","1","20-03-2011"
"14696","2070.97","9","29-09-2011"
"14697","188.60999999999999","2","05-05-2011"
"14698","1217.27","5","24-11-2011"
"14699","109.13000000000001","1","09-05-2011"
"14700","2195.1","3","15-04-2011"
"14701","2462.94","12","29-11-2011"
"14702","3210.29","18","31-10-2011"
"14703","318.17","1","25-11-2011"
"14704","1493.96","9","31-10-2011"
"14705","179","1","25-05-2011"
"14708","1096.67","4","14-12-2010"
"14709","4911.14","14","29-09-2011"
"14710","599.48","4","30-10-2011"
"14711","2809.02","12","30-06-2011"
"14712","917.07","3","25-09-2011"
"14713","2660.1","12","30-11-2011"
"14714","160.19","1","15-11-2011"
"14715","867.38","4","15-11-2011"
"14716","307.51","2","27-10-2011"
"14719","1571.89","6","29-11-2011"
"14720","663.8100000000001","3","11-09-2011"
"14722","180.42000000000002","1","15-07-2011"
"14723","1122.3600000000001","6","30-10-2011"
"14725","655.58","1","15-11-2011"
"14727","268.58","1","10-03-2011"
"14729","313.49","1","01-12-2010"
"14730","1897.57","8","28-03-2011"
"14731","380.02","3","23-10-2011"
"14732","2686.34","10","25-08-2011"
"14733","9451.54","15","30-11-2011"
"14735","5807.69","34","29-07-2011"
"14737","1164.55","3","21-12-2010"
"14738","1289.94","9","31-10-2011"
"14739","3899.1","8","20-11-2011"
"14740","1423.21","4","28-04-2011"
"14741","1400.3400000000001","6","28-11-2011"
"14744","1088.53","9","31-01-2011"
"14745","1167.16","6","27-02-2011"
"14747","294.3","2","06-04-2011"
"14748","1311.79","6","12-01-2011"
"14752","389.64","1","27-10-2011"
"14753","563.15","1","13-09-2011"
"14754","638.05","2","26-10-2011"
"14755","4965.38","12","30-11-2011"
"14756","738.96","1","24-11-2011"
"14757","420.5","1","25-09-2011"
"14758","1484.06","4","28-04-2011"
"14759","1625.97","3","21-04-2011"
"14760","53.8","2","18-02-2011"
"14761","255.9","2","12-10-2011"
"14762","300.52","1","21-03-2011"
"14764","250.55","2","27-10-2011"
"14765","254.11","3","19-08-2011"
"14766","2423.07","8","28-03-2011"
"14768","139.5","3","22-11-2011"
"14769","10383.83","10","23-09-2011"
"14770","876.42","2","21-04-2011"
"14772","139.26","1","19-08-2011"
"14775","1011.9","3","25-07-2011"
"14776","2195.58","13","31-01-2011"
"14777","-17.45","2","16-12-2010"
"14778","730.86","2","04-08-2011"
"14779","386.15","3","21-01-2011"
"14780","447.68","2","21-09-2011"
"14782","200.10000000000002","1","24-01-2011"
"14784","289.99","2","20-01-2011"
"14785","77.4","2","29-11-2011"
"14788","679.4399999999999","2","13-11-2011"
"14789","197.64000000000001","1","11-11-2011"
"14790","745.0600000000001","4","31-03-2011"
"14792","0","2","07-10-2011"
"14793","214.14","2","18-11-2011"
"14794","1272.11","9","31-03-2011"
"14795","131.45000000000002","1","26-06-2011"
"14796","7792.51","27","25-07-2011"
"14798","173.74","3","18-10-2011"
"14799","157.7","1","19-10-2011"
"14800","4228.39","16","25-09-2011"
"14801","189.34","1","09-10-2011"
"14803","845.55","3","30-06-2011"
"14804","353.27","1","01-12-2011"
"14805","546.4","4","30-01-2011"
"14806","193.39","1","25-09-2011"
"14808","2152.8","15","31-10-2011"
"14810","2085.33","11","30-10-2011"
"14813","152.88","2","05-12-2010"
"14815","778.5","2","03-11-2011"
"14816","271.85","1","26-05-2011"
"14817","1110.34","2","23-05-2011"
"14818","657.8","3","31-03-2011"
"14819","272.07","2","31-05-2011"
"14820","507.29","4","25-09-2011"
"14821","48.800000000000004","1","08-12-2010"
"14823","321.43","3","29-05-2011"
"14824","1127.71","4","29-11-2011"
"14825","2221.01","12","24-11-2011"
"14828","2139.76","3","30-03-2011"
"14829","644.65","6","15-12-2010"
"14830","188.88","1","17-10-2011"
"14834","1698.35","8","29-09-2011"
"14836","102.44999999999999","3","29-11-2011"
"14837","1641.2","5","26-08-2011"
"14840","62.85","1","17-03-2011"
"14841","3295.76","6","24-02-2011"
"14842","2456.8","8","27-10-2011"
"14844","3189.81","4","16-06-2011"
"14847","309.4","1","14-07-2011"
"14849","7904.28","28","26-01-2011"
"14850","278.15","2","07-12-2010"
"14851","511.35","2","28-03-2011"
"14852","2836.69","6","22-07-2011"
"14853","463.04999999999995","3","15-11-2011"
"14854","2730.09","8","29-07-2011"
"14855","645.65","2","28-07-2011"
"14856","1290.53","3","14-10-2011"
"14857","1165.65","3","14-07-2011"
"14859","1352.04","5","27-11-2011"
"14860","168.62","2","20-11-2011"
"14861","125.79","1","18-10-2011"
"14862","841.1999999999999","2","14-11-2011"
"14863","266.76","1","10-11-2011"
"14865","52.2","2","02-12-2011"
"14866","14197.45","13","29-11-2011"
"14867","701.33","4","07-06-2011"
"14868","2939.64","9","29-09-2011"
"14869","717.7","3","28-08-2011"
"14870","327.25","1","23-03-2011"
"14871","501.28000000000003","4","29-03-2011"
"14873","519.68","1","13-05-2011"
"14875","1448.72","5","30-11-2011"
"14878","1476.09","9","27-11-2011"
"14880","690.59","3","24-02-2011"
"14881","255.4","1","20-11-2011"
"14882","589.7","2","13-11-2011"
"14883","756.64","7","31-10-2011"
"14885","765.3199999999999","1","31-07-2011"
"14886","364.8","1","01-04-2011"
"14887","1862","1","21-09-2011"
"14888","369.2","1","16-05-2011"
"14889","135.9","1","07-01-2011"
"14890","125.65","1","31-03-2011"
"14891","554.38","2","14-07-2011"
"14893","1237.8500000000001","2","30-11-2011"
"14894","655.75","1","15-09-2011"
"14895","11020.26","24","31-08-2011"
"14896","468.77000000000004","2","19-05-2011"
"14897","1366.38","4","18-10-2011"
"14898","1194.11","8","28-07-2011"
"14901","1414.99","10","30-08-2011"
"14902","314.11","2","18-11-2011"
"14903","2729.18","10","31-05-2011"
"14904","1025.44","2","14-11-2011"
"14905","599.9","3","20-04-2011"
"14907","3478.85","10","16-11-2011"
"14908","277.8","1","26-09-2011"
"14910","389.86","7","20-10-2011"
"14911","132458.73","248","31-10-2011"
"14912","841.52","3","23-11-2011"
"14913","1227.43","4","15-12-2010"
"14915","258.83","3","15-09-2011"
"14916","1264.84","5","30-09-2011"
"14918","1610.15","2","16-08-2011"
"14920","977.77","2","11-05-2011"
"14921","1316.07","2","22-05-2011"
"14923","749.1","1","20-10-2011"
"14924","310.05","1","08-04-2011"
"14929","223.88","1","07-11-2011"
"14930","2362.96","3","23-08-2011"
"14931","964.6800000000001","6","26-09-2011"
"14932","363.53","1","09-12-2010"
"14934","1888.84","3","28-09-2011"
"14935","1784.71","1","15-02-2011"
"14936","8117.42","9","30-11-2011"
"14937","1617.63","4","18-08-2011"
"14944","5842.95","14","23-09-2011"
"14946","100.9","1","25-11-2011"
"14947","290.82","2","28-09-2011"
"14948","1066.57","7","29-09-2011"
"14950","361.25","2","20-11-2011"
"14951","311.69","1","21-09-2011"
"14952","7912.79","15","31-03-2011"
"14953","285.67","1","14-11-2011"
"14954","294.85","1","27-11-2011"
"14957","58.49","1","31-03-2011"
"14958","483.72999999999996","3","15-07-2011"
"14959","684.97","5","22-08-2011"
"14960","221.27","2","21-06-2011"
"14961","7006.58","12","29-11-2011"
"14962","126.7","1","14-03-2011"
"14963","1472.34","5","30-11-2011"
"14964","206.21","1","06-04-2011"
"14965","596.09","2","04-09-2011"
"14966","183.02","1","25-11-2011"
"14967","463.8","1","21-10-2011"
"14968","147.59","1","09-11-2011"
"14970","1592.06","4","27-01-2011"
"14971","1097.98","3","27-10-2011"
"14972","114.77","1","03-08-2011"
"14973","1314.45","3","28-07-2011"
"14974","89.94","1","02-11-2011"
"14975","279.94","1","13-10-2011"
"14976","765.86","8","30-08-2011"
"14978","1921.3700000000001","5","28-09-2011"
"14981","102.12","1","07-04-2011"
"14984","202.37","2","20-11-2011"
"14985","292.01","2","25-05-2011"
"14987","326.4","2","24-11-2011"
"14988","334.54","1","12-05-2011"
"14995","231.98000000000002","2","04-03-2011"
"14997","540.98","4","24-10-2011"
"14998","414.87","2","22-06-2011"
"15000","490.52","1","23-10-2011"
"15002","1641.76","4","16-08-2011"
"15004","1220.77","1","15-07-2011"
"15005","6160.54","35","30-06-2011"
"15006","480.38","1","19-10-2011"
"15007","156.91","1","03-07-2011"
"15009","1259.43","3","27-11-2011"
"15010","308.94","1","04-11-2011"
"15012","405.04","2","17-10-2011"
"15014","257.67","2","27-10-2011"
"15016","170.04","1","20-06-2011"
"15017","125.58","1","06-11-2011"
"15018","456.26","4","07-12-2010"
"15019","252.81","1","18-03-2011"
"15021","1829.23","13","23-03-2011"
"15022","852.39","4","28-11-2011"
"15023","6680.81","12","31-10-2011"
"15024","1636.43","10","30-11-2011"
"15025","361.96","1","06-11-2011"
"15026","469","3","20-09-2011"
"15027","1051.95","6","25-05-2011"
"15028","627.13","4","28-10-2011"
"15030","518.28","2","29-09-2011"
"15031","653.19","4","21-08-2011"
"15032","4464.1","5","28-03-2011"
"15033","2541.53","11","31-10-2011"
"15034","4243.21","11","30-09-2011"
"15035","252.73000000000002","1","11-09-2011"
"15036","429.56","3","28-09-2011"
"15038","645.84","7","27-10-2011"
"15039","19638.59","52","30-11-2011"
"15041","179.93","1","22-06-2011"
"15042","135.93","1","24-05-2011"
"15043","537","1","08-11-2011"
"15044","7563.88","22","31-10-2011"
"15045","633.66","3","27-03-2011"
"15046","4940.66","16","30-11-2011"
"15047","343.62","1","15-03-2011"
"15048","377.52","5","15-08-2011"
"15049","121.17","1","11-03-2011"
"15050","1682.77","5","29-09-2011"
"15051","1383.36","3","21-10-2011"
"15052","207.73000000000002","1","24-01-2011"
"15053","693.95","3","06-07-2011"
"15054","302.1","2","30-10-2011"
"15057","1489.5","2","28-01-2011"
"15058","2102.54","11","31-01-2011"
"15059","1325.82","11","30-10-2011"
"15060","294.25","4","30-11-2011"
"15061","54228.74","55","31-03-2011"
"15062","987.86","4","29-09-2011"
"15063","370.79999999999995","1","10-05-2011"
"15065","3135.98","6","28-06-2011"
"15066","760.59","2","17-10-2011"
"15067","1744.76","3","22-09-2011"
"15068","553.36","2","28-03-2011"
"15069","1109.53","1","13-06-2011"
"15070","106.2","1","02-12-2010"
"15071","982.07","2","09-03-2011"
"15073","612.43","4","30-11-2011"
"15074","735.67","1","26-08-2011"
"15075","773.03","1","23-09-2011"
"15076","880.85","1","20-06-2011"
"15078","9623.35","38","28-11-2011"
"15079","893.66","5","28-01-2011"
"15081","487.35","6","19-05-2011"
"15083","88.2","1","28-03-2011"
"15087","306.94","1","03-03-2011"
"15088","1140.27","3","27-10-2011"
"15089","2420.84","6","29-11-2011"
"15090","381.32","1","04-02-2011"
"15091","476.96","2","17-10-2011"
"15092","457.81","2","08-05-2011"
"15093","4410.14","9","25-02-2011"
"15095","1364.7","5","28-08-2011"
"15096","219.39000000000001","1","28-10-2011"
"15097","248.08","1","05-12-2011"
"15098","649.5","5","10-06-2011"
"15099","410.48","1","16-09-2011"
"15100","635.1","6","16-12-2010"
"15101","310.03","3","15-12-2010"
"15103","703.36","2","14-09-2011"
"15104","968.64","3","27-05-2011"
"15105","2298.93","7","28-07-2011"
"15106","1407.73","7","26-07-2011"
"15107","247.66","8","15-12-2010"
"15108","1291.75","5","26-04-2011"
"15109","463.75","2","13-04-2011"
"15110","973.2","7","26-10-2011"
"15111","1567.48","3","10-11-2011"
"15113","3339.5099999999998","4","30-11-2011"
"15114","2760.56","10","29-09-2011"
"15115","340.11","1","21-11-2011"
"15116","1352.75","4","28-07-2011"
"15117","1550.13","6","25-11-2011"
"15118","244.8","1","28-07-2011"
"15119","266.40000000000003","1","08-04-2011"
"15120","343.82","2","29-07-2011"
"15121","457.72","2","24-02-2011"
"15122","1612.13","6","27-05-2011"
"15123","2199.31","2","17-05-2011"
"15124","184.19","2","17-11-2011"
"15125","11117.05","23","27-10-2011"
"15127","406.53","1","05-10-2011"
"15128","1419.54","8","28-06-2011"
"15129","3447.4","11","29-03-2011"
"15130","330.11","1","23-06-2011"
"15132","977.9300000000001","5","26-08-2011"
"15133","982.42","3","27-03-2011"
"15134","1387.99","8","28-09-2011"
"15135","127.15","2","20-04-2011"
"15136","1282.45","5","17-11-2011"
"15139","178.96","2","14-04-2011"
"15140","2350","8","25-05-2011"
"15142","498.74","1","24-10-2011"
"15143","259.45","1","28-04-2011"
"15144","6530.04","18","31-01-2011"
"15145","1194.73","4","27-10-2011"
"15146","1313.66","3","28-06-2011"
"15147","608.65","2","13-04-2011"
"15148","301.29","1","29-11-2011"
"15149","520.8000000000001","1","29-07-2011"
"15150","5280.83","11","30-09-2011"
"15152","4684.24","16","30-11-2011"
"15153","329.25","1","08-11-2011"
"15154","224.73","2","26-09-2011"
"15156","961.49","3","08-12-2011"
"15157","1869.5","5","17-12-2010"
"15158","401.40000000000003","1","25-10-2011"
"15159","18573.68","34","28-01-2011"
"15160","158.16","1","17-12-2010"
"15163","304.47","2","31-05-2011"
"15164","824.58","3","15-05-2011"
"15165","487.75","1","01-12-2010"
"15167","158.8","1","23-01-2011"
"15168","106.56","1","14-11-2011"
"15171","1034.5","2","19-01-2011"
"15172","1624.05","5","30-09-2011"
"15174","135.75","1","21-01-2011"
"15175","224.14","1","29-09-2011"
"15178","40.5","1","24-03-2011"
"15179","2186.2","7","24-01-2011"
"15180","87.5","1","07-12-2010"
"15181","680.28","5","17-06-2011"
"15182","622.85","2","16-03-2011"
"15184","402.2","2","10-11-2011"
"15185","310.62","1","30-09-2011"
"15186","411.41","2","25-11-2011"
"15187","4670.08","18","30-09-2011"
"15189","15802.14","53","31-01-2011"
"15192","1044.32","3","12-08-2011"
"15193","499.32","1","10-10-2011"
"15194","7521.17","22","31-01-2011"
"15195","3861","1","07-12-2011"
"15197","656.4399999999999","5","29-11-2011"
"15198","193.64000000000001","2","08-09-2011"
"15199","1268.7","4","18-04-2011"
"15201","927.84","11","23-05-2011"
"15203","1827.8","6","26-08-2011"
"15204","316.58","1","17-12-2010"
"15205","648.83","3","16-08-2011"
"15206","420.29999999999995","4","29-11-2011"
"15208","867.62","6","29-06-2011"
"15210","331.18","1","28-04-2011"
"15211","894.41","2","10-10-2011"
"15212","88.94999999999999","2","14-04-2011"
"15213","325.05","3","25-01-2011"
"15214","1661.44","8","29-11-2011"
"15215","615.99","6","26-10-2011"
"15216","96.6","1","13-09-2011"
"15218","5756.89","11","29-11-2011"
"15219","305.75","1","16-06-2011"
"15220","1758.92","7","27-04-2011"
"15221","114.10000000000001","2","08-12-2010"
"15222","585","1","25-01-2011"
"15223","454.9","3","28-04-2011"
"15224","310.48","3","16-12-2010"
"15225","409.40000000000003","1","19-04-2011"
"15226","154.41","1","02-02-2011"
"15227","1219.4","5","28-02-2011"
"15228","3376.96","5","23-06-2011"
"15230","429.6","2","14-04-2011"
"15232","612.06","2","22-07-2011"
"15234","197","1","08-03-2011"
"15235","2247.51","12","28-02-2011"
"15236","321.05","1","14-02-2011"
"15237","1412.32","4","26-04-2011"
"15238","1056.54","5","17-06-2011"
"15239","764.34","3","29-11-2011"
"15240","1685.57","7","26-10-2011"
"15241","1738.59","9","31-05-2011"
"15243","316.68","1","26-09-2011"
"15244","631.57","2","05-10-2011"
"15245","2515.84","3","28-07-2011"
"15246","514.15","2","16-12-2010"
"15247","356","1","09-08-2011"
"15249","6657.36","15","28-03-2011"
"15251","10327.11","15","30-11-2011"
"15252","740.78","2","09-06-2011"
"15253","915.3","6","23-11-2011"
"15254","300.36","1","04-08-2011"
"15255","890.85","1","04-10-2011"
"15256","98.45","1","14-07-2011"
"15257","232.15","2","03-03-2011"
"15258","623.16","2","24-06-2011"
"15260","1780.77","8","31-08-2011"
"15261","254.82","1","27-07-2011"
"15262","178.95000000000002","1","20-01-2011"
"15263","156.51","1","25-08-2011"
"15264","393.74","1","06-10-2011"
"15265","1506.1200000000001","2","18-04-2011"
"15266","119.3","1","05-01-2011"
"15267","1717.36","5","28-10-2011"
"15269","408.8","1","16-11-2011"
"15270","2298.2","9","24-11-2011"
"15271","2472.09","16","30-06-2011"
"15272","721.94","2","14-09-2011"
"15274","716.57","2","21-11-2011"
"15275","609.19","2","08-11-2011"
"15276","128.63","1","04-10-2011"
"15277","255.89999999999998","1","24-10-2011"
"15279","277.40999999999997","2","20-12-2010"
"15280","113.12","1","20-06-2011"
"15281","2239.9500000000003","12","26-07-2011"
"15286","240.55","1","21-10-2011"
"15287","485.24","3","30-09-2011"
"15288","2306.52","5","27-10-2011"
"15289","935.1","4","27-07-2011"
"15290","7803.7699999999995","21","29-03-2011"
"15291","4596.51","20","24-01-2011"
"15292","178.39","1","22-05-2011"
"15296","3610.31","10","26-10-2011"
"15297","635.04","4","29-11-2011"
"15298","3774.1","14","30-10-2011"
"15299","3787.09","11","28-06-2011"
"15300","496.44","1","06-10-2011"
"15301","5007.72","14","28-09-2011"
"15303","574.02","1","22-02-2011"
"15304","680.3000000000001","10","29-06-2011"
"15306","1174.35","3","14-07-2011"
"15307","205.3","1","05-09-2011"
"15308","302.27","2","14-03-2011"
"15311","59284.19","118","29-11-2011"
"15312","921.1","5","28-08-2011"
"15313","52","1","21-08-2011"
"15314","327.97","1","24-05-2011"
"15315","551.54","3","25-08-2011"
"15316","165","1","17-01-2011"
"15318","312.62","1","06-12-2011"
"15319","204.5","1","01-03-2011"
"15320","267.13","1","26-10-2011"
"15321","2663.48","4","30-09-2011"
"15322","602.97","2","15-09-2011"
"15325","161.74","1","28-08-2011"
"15326","311.71","1","10-01-2011"
"15327","208.75","1","18-10-2011"
"15329","1005.5","5","31-10-2011"
"15330","714.96","2","10-10-2011"
"15332","1661.06","4","08-12-2010"
"15333","1028.56","1","15-05-2011"
"15334","350.82","3","29-06-2011"
"15335","170.22","1","17-10-2011"
"15339","557.57","3","25-01-2011"
"15341","2020.52","1","20-09-2011"
"15342","391.76","2","15-08-2011"
"15343","364.5","1","13-09-2011"
"15344","476.58","5","26-09-2011"
"15345","367.69","2","25-10-2011"
"15346","252.42000000000002","1","11-01-2011"
"15347","201.60000000000002","1","08-12-2010"
"15348","158.04","1","28-09-2011"
"15349","463.90999999999997","2","05-06-2011"
"15350","115.65","1","01-12-2010"
"15351","1836.69","10","27-11-2011"
"15353","770.12","2","30-03-2011"
"15355","277.05","2","17-10-2011"
"15356","2718.03","10","29-09-2011"
"15358","8235.65","29","31-01-2011"
